Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
4073,Future ,100 Shooters,15,0.0,82,0,387878,4063146
4074,Andy Williams ,The First Noël,10,0.0,72,0,765690,4062290
4075,Pop Smoke ,Creature,10,0.0,13,0,866232,4062086
4076,Meek Mill ,Dangerous,14,0.0,62,0,469803,4057398
4077,Logic ,Take It Back,13,0.0,27,0,761985,4056856
4078,Big Sean ,Deep Reverence,13,0.0,26,0,610281,4050956
4079,Kid Cudi ,The Void,7,0.0,29,0,1134938,4044135
4080,Mac Miller ,Hands,8,0.0,26,0,1065950,4043943
4081,DJ Khaled ,GOD DID,9,1.0,8,0,917228,4042963
4082,Billie Eilish ,Male Fantasy,12,0.0,37,0,581572,4036176
4083,The Weeknd ,A Tale By Quincy,8,0.0,15,0,1136781,4034332
4084,Lil Wayne ,Start This Shit Off Right,7,0.0,21,0,1256903,4034296
4085,Juice WRLD ,Go Hard,8,0.0,11,0,1066101,4033828
4086,Logic ,Everybody Dies,11,0.0,46,0,732508,4033286
4087,Lil Nas X ,DONT WANT IT,10,0.0,27,0,790756,4032276
4088,Panic! At The Disco ,Hallelujah,35,0.0,66,0,181609,4030268
4089,Big Sean ,Voices In My Head/Stick To The Plan,14,0.0,37,0,457109,4023224
4090,Pop Smoke ,Demeanor,14,0.0,24,0,694631,4021293
4091,Lil Wayne ,Perfect Strangers,8,0.0,30,0,1081091,4019618
4092,Joji ,Feeling Like The End,8,0.0,38,0,945742,4016396
4093,Pop Smoke ,Enjoy Yourself,12,0.0,33,0,656104,4013132
4094,Logic ,44 Bars,21,0.0,56,0,309941,4010971
4095,Internet Money ,JETSKI,15,0.0,59,0,407406,4010617
4096,21 Savage,Disrespectful,11,0.0,30,0,596235,4009692
4097,Travis Scott ,3500,44,0.0,82,0,139834,4008067
4098,21 Savage,Brand New Draco,9,0.0,17,0,1014986,4005055
4099,Billie Eilish ,COPYCAT,18,0.0,162,0,241882,4000378
4100,Josh Turner ,Would You Go With Me,18,0.0,111,0,244588,3999914
4101,Khalid ,Intro,10,0.0,28,0,862663,3997931
4102,Eminem ,Yah Yah,9,0.0,36,0,929174,3997189
4103,Lauv ,Drugs & The Internet,14,0.0,33,0,552691,3994222
4104,Kanye West ,Facts (Charlie Heat Version),22,0.0,65,0,259242,3990294
4105,Eminem ,Stepdad,9,0.0,39,0,904508,3985797
4106,Years & Years ,If You're Over Me,17,0.0,135,0,295159,3983702
4107,Tyler The Creator ,WILSHIRE,8,0.0,19,0,1111561,3983125
4108,347aidan,Dancing in My Room,17,0.0,136,0,249593,3979796
4109,Florida Georgia Line ,Sun Daze,58,0.0,106,0,88585,3975951
4110,Logic ,Wrist,24,0.0,57,0,336917,3969171
4111,Gwen Stefani ,Baby Don't Lie,46,0.0,56,0,109956,3967639
4112,HVME ,Goosebumps,15,0.0,72,0,341043,3965274
4113,Demi Lovato ,29,13,0.0,44,0,438686,3961674
4114,Mac DeMarco ,Heart To Heart,12,0.0,97,0,378841,3961460
4115,Taylor Swift ,I Did Something Bad,15,0.0,71,0,348311,3959397
4116,G,Eazy  I Wanna Rock,11,0.0,23,0,701682,3958924
4117,Anderson .Paak ,Tints,12,0.0,40,0,682875,3955517
4118,21 Savage,My Dawg,9,0.0,15,0,1058492,3949409
4119,Chance the Rapper ,Summer Friends,27,0.0,120,0,210308,3948679
4120,Michael Jackson ,Thriller  2003 Edit,10,0.0,23,0,891591,3941482
4121,Huncho Jack ,Huncho Jack,12,0.0,11,0,943088,3939085
4122,Roddy Ricch ,Every Season,18,0.0,161,0,234814,3938649
4123,Only The Family ,Crazy Story,16,0.0,100,0,302866,3932676
4124,Adele ,All I Ask,15,0.0,72,0,364802,3931296
4125,Kesha ,Learn To Let Go,19,0.0,61,0,343025,3929944
4126,Beyoncé ,Sorry,10,0.0,15,0,790124,3929901
4127,Drake ,Liability,7,0.0,16,0,1321499,3927778
4128,Mozzy ,Seasons,14,0.0,59,0,423753,3918632
4129,Jhené Aiko ,Happiness Over Everything (H.O.E.),10,0.0,45,0,691233,3918579
4130,Liam Payne ,Naughty List,12,0.0,82,0,666586,3914920
4131,Brent Faiyaz ,GRAVITY (FEAT. TYLER THE CREATOR),11,0.0,13,0,783998,3913125
4132,Migos ,Emoji A Chain,9,0.0,14,0,967863,3912945
4133,Gunna ,poochie gown,11,0.0,24,0,835421,3909432
4134,Mr. Probz ,Nothing Really Matters  Afrojack Remix,29,0.0,36,0,211750,3909187
4135,Taylor Swift ,Fifteen (Taylor’s Version),7,1.0,9,0,1425676,3907269
4136,Sofía Reyes ,12 3,18,0.0,137,0,257395,3896040
4137,Fetty Wap ,Different Now,27,0.0,118,0,175521,3892873
4138,Future ,All Bad,7,1.0,9,0,1004028,3892565
4139,Migos ,Avalanche,9,0.0,16,0,988940,3891006
4140,Perry Como ,Medley: Caroling Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night,11,0.0,59,0,691129,3887675
4141,DJ Khaled ,BIG TIME,9,1.0,10,0,845991,3886595
4142,Bruno Mars ,Blast Off,9,0.0,42,0,866509,3886544
4143,Giveon ,LIKE I WANT YOU,18,0.0,127,0,271284,3878523
4144,Claire Rosinkranz ,Backyard Boy,18,0.0,163,0,236294,3877495
4145,Future ,FOR A NUT,7,2.0,9,0,1275480,3870290
4146,Drake ,Down Hill,7,0.0,15,0,1406580,3868947
4147,Pusha T ,The Games We Play,13,0.0,51,0,616478,3867923
4148,Lil Wayne ,I Love You Dwayne,5,1.0,9,0,2171707,3866774
4149,Doja Cat ,Been Like This,12,0.0,50,0,615579,3864883
4150,Luke Bryan ,Games,49,0.0,135,0,92814,3864776
4151,Mac Miller ,2009,13,0.0,51,0,487976,3863754
4152,French Montana ,A Lie,15,0.0,47,0,463780,3860159
4153,Lil Tjay ,20/20,14,0.0,84,0,355714,3853980
4154,Bad Bunny ,BOOKER T,9,0.0,21,0,769402,3853454
4155,Years & Years ,King,40,0.0,80,0,134055,3852591
4156,XXXTENTACION ,Pain = BESTFRIEND,11,0.0,35,0,620473,3846861
4157,One Direction ,Temporary Fix,21,0.0,38,0,341902,3841137
4158,Bryson Tiller ,Somethin Tells Me,17,0.0,74,0,391818,3841063
4159,Lil Durk ,Petty Too,13,0.0,23,0,530929,3836298
4160,Bad Bunny ,BYE ME FUI,12,0.0,24,0,575042,3835722
4161,Chris Brown ,Liquor,39,0.0,101,0,146076,3834249
4162,Halsey ,Ghost,38,0.0,94,0,131381,3833834
4163,Tyler The Creator ,RISE!,8,0.0,21,0,1105460,3825524
4164,Katy Perry ,Cozy Little Christmas,9,0.0,109,0,556708,3824381
4165,DaBaby ,OFF THE RIP,9,1.0,10,0,1033554,3823637
4166,Trippie Redd ,Can't Love,12,0.0,42,0,641144,3819085
4167,Taylor Swift ,State Of Grace (Acoustic Version) (Taylor's Version),8,0.0,37,0,946857,3817061
4168,Doja Cat ,Options,12,0.0,49,0,635175,3814798
4169,Otis Redding ,Merry Christmas Baby,9,0.0,88,0,639561,3810873
4170,Lil Baby ,Time,8,0.0,22,0,833729,3809103
4171,DaBaby ,Bestie,14,0.0,91,0,322678,3798079
4172,R. City ,Make Up,36,0.0,120,0,125868,3797847
4173,Rich The Kid ,Fall Threw,12,0.0,48,0,507371,3791871
4174,Childish Gambino ,IV. Sweatpants,57,0.0,157,0,224208,3791528
4175,Lana Del Rey ,Summertime Sadness,16,0.0,156,0,249496,3790373
4176,Future ,Stripes Like Burberry,8,1.0,4,0,1107721,3789199
4177,Zacari ,Redemption Interlude,14,0.0,61,0,447801,3788205
4178,Toby Keith ,Courtesy Of The Red White And Blue (The Angry American),13,0.0,29,0,534697,3781268
4179,Chris Jedi ,Ahora Dice,23,0.0,154,0,180846,3780507
4180,Lil Pump ,Multi Millionaire,11,0.0,51,0,609829,3780278
4181,Bebe Rexha ,I Can't Stop Drinking About You,57,0.0,86,0,100151,3779654
4182,The Weeknd ,Every Angel is Terrifying,8,0.0,18,0,1020904,3777115
4183,JAY,Z  No Church In The Wild,14,0.0,57,0,336534,3776096
4184,Porky Slim ,Space Legend,9,0.0,12,0,796140,3773824
4185,Tame Impala ,Borderline,13,0.0,59,0,556415,3770401
4186,Beyoncé ,PURE/HONEY,9,0.0,23,0,796369,3769682
4187,Jessie Murph ,Always Been You,15,0.0,102,0,299561,3767423
4188,Ozuna ,Amor Genuino,12,0.0,19,0,665412,3759592
4189,Wilbur Soot ,Your New Boyfriend,14,0.0,79,0,420258,3754788
4190,Big Sean ,Lithuania,9,0.0,12,0,868272,3753528
4191,Taylor Swift ,Hey Stephen (Taylor’s Version),7,1.0,10,0,1277483,3749326
4192,Michael Bublé ,Christmas (Baby Please Come Home),36,0.0,56,0,291623,3749199
4193,Phillipa Soo ,Helpless,15,0.0,98,0,288676,3748122
4194,Beyoncé ,Hold Up,10,0.0,17,0,765821,3744640
4195,ZAYN ,A Whole New World (End Title),14,0.0,99,0,309895,3741479
4196,N.W.A. ,Straight Outta Compton,33,0.0,56,0,157319,3738216
4197,Tame Impala ,Breathe Deeper,8,0.0,26,0,808504,3737719
4198,Florida Georgia Line ,Cruise,48,0.0,114,0,87238,3737419
4199,Rich The Kid ,End Of Discussion,13,0.0,56,0,454814,3732938
4200,Khalid ,Twenty One,10,0.0,45,0,653303,3732908
4201,Logic ,Fade Away,33,0.0,89,0,186012,3729327
4202,Diplo ,Get It Right,16,0.0,93,0,289131,3728865
4203,Drake ,Tie That Binds,7,0.0,17,0,1297042,3723700
4204,blackbear ,@ my worst,13,0.0,33,0,490777,3723421
4205,DeJ Loaf ,Try Me,62,0.0,116,0,85650,3719893
4206,The Kid LAROI ,STILL CHOSE YOU,13,0.0,44,0,485798,3719569
4207,J. Cole ,Love Yourz,40,0.0,48,0,186371,3718146
4208,Meghan Trainor ,No Good For You,45,0.0,96,0,104147,3717488
4209,Beyoncé ,Before I Let Go  Homecoming Live Bonus Track,13,0.0,64,0,410513,3715348
4210,Kid Cudi ,Rockstar Knights,7,0.0,32,0,1074905,3708968
4211,NewJeans ,Ditto,9,0.0,76,0,511027,3707974
4212,Lana Del Rey ,Fuck it I love you,11,0.0,53,0,535206,3703449
4213,Big Sean ,I Know,45,0.0,55,0,172474,3702261
4214,Drake ,Losses,7,0.0,15,0,1364130,3697564
4215,Elvis Presley ,O Little Town of Bethlehem,9,0.0,82,0,610317,3697052
4216,Tom Petty ,Free Fallin',13,0.0,16,0,725624,3696938
4217,Trippie Redd ,Missing My Idols,11,0.0,22,0,703051,3696134
4218,Kat Dahlia ,I Think I'm In Love,51,0.0,87,0,97081,3692709
4219,Sam Smith ,Fire On Fire,16,0.0,109,0,328623,3682386
4220,Queen ,Killer Queen  Remastered 2011,17,0.0,154,0,244388,3674038
4221,Eminem ,Untouchable,12,0.0,27,0,629591,3671442
4222,King Von ,The Code,12,0.0,27,0,528398,3670942
4223,Bing Crosby ,It's Beginning To Look Like Christmas,10,0.0,58,0,697057,3669308
4224,21 Savage,Famous,14,0.0,43,0,460299,3664003
4225,Summer Walker ,Playing Games,16,0.0,130,0,260611,3663139
4226,Lil Pump ,Racks on Racks,10,0.0,33,0,663205,3659090
4227,Rod Wave ,Cold December,12,0.0,40,0,434004,3657741
4228,Harry Styles ,Kiwi,15,0.0,55,0,490218,3654048
4229,Avicii ,Broken Arrows,30,0.0,63,0,456058,3653700
4230,Drake ,War,7,0.0,20,0,1187440,3652163
4231,YG ,FTP,14,0.0,53,0,365050,3650906
4232,Eric Church ,Hell Of A View,15,0.0,93,0,286117,3647718
4233,21 Savage,Snitches & Rats,8,0.0,12,0,1088571,3646639
4234,DJ Khaled ,Juice WRLD DID,10,0.0,21,0,668647,3644853
4235,2 Chainz,Rule The World,9,0.0,19,0,854395,3638838
4236,Kehlani ,CRZY,25,0.0,127,0,208714,3638573
4237,Coldplay ,Let Somebody Go,10,0.0,12,0,701058,3636612
4238,Lovejoy ,One Day,13,0.0,39,0,403178,3635477
4239,Tee Grizzley ,Satish,13,0.0,72,0,362542,3635454
4240,Charli XCX ,1999,15,0.0,128,0,310069,3631809
4241,One Direction ,I Want to Write You a Song,20,0.0,44,0,326645,3630796
4242,Kanye West ,Junya pt 2,7,0.0,31,0,907064,3629441
4243,Kid Cudi ,Beautiful Trip,5,0.0,20,0,1707427,3628842
4244,BTS ,Dionysus,11,0.0,39,0,614086,3628457
4245,One Direction ,Wolves,21,0.0,50,0,307442,3628400
4246,Migos ,Culture,15,0.0,24,0,535888,3623389
4247,Lil Wayne ,Dope New Gospel,7,0.0,29,0,1102557,3622162
4248,Kid Cudi ,Lovin’ Me,7,0.0,31,0,1099383,3619796
4249,Bruno Mars ,Put On A Smile,8,0.0,45,0,811811,3610449
4250,Galantis ,Bones,14,0.0,110,0,317986,3610123
4251,Chris Brown ,Grass Ain't Greener,28,0.0,142,0,152147,3610085
4252,Jonas Brothers ,X,13,0.0,56,0,499494,3604395
4253,Harry Styles ,Treat People With Kindness,7,0.0,17,0,999837,3604033
4254,Future ,Over Your Head,9,0.0,16,0,749902,3599695
4255,Lil Baby ,Business Is Business (Lil Baby & Gunna),9,0.0,19,0,961616,3596613
4256,Gunna ,alotta cake,9,0.0,28,0,794919,3593525
4257,XXXTENTACION ,love yourself (interlude),11,0.0,46,0,547741,3593441
4258,Khalid ,Paradise,9,0.0,37,0,730131,3593031
4259,Beyoncé ,Formation,10,0.0,21,0,669668,3592581
4260,Britney Spears ,Toxic,12,0.0,37,0,503542,3586853
4261,Beyoncé ,AMERICA HAS A PROBLEM,9,0.0,25,0,768423,3582431
4262,Gucci Mane ,I'm Not Goin',14,0.0,85,0,350610,3579225
4263,Future ,Astronauts,9,0.0,21,0,914548,3573442
4264,Lost Frequencies ,Are You With Me,41,0.0,72,0,137079,3572694
4265,Dylan Scott ,My Girl,21,0.0,151,0,192621,3569839
4266,Bad Bunny ,TE DESEO LO MEJOR,8,0.0,12,0,870705,3564796
4267,Nipsey Hussle ,Double Up,12,0.0,43,0,559297,3560497
4268,Big Sean ,Bigger Than Me,14,0.0,51,0,392215,3559097
4269,Meek Mill ,Lord Knows,25,0.0,31,0,281570,3557592
4270,Lil Mosey ,Back At It,13,0.0,70,0,334054,3556332
4271,Pop Smoke ,Yea Yea,9,0.0,16,0,828381,3551944
4272,Luke Combs ,Lovin' On You,13,0.0,54,0,401435,3551391
4273,Future ,GOLD STACKS,7,1.0,10,0,1029158,3546639
4274,Foster The People ,Pumped Up Kicks,31,0.0,75,0,265140,3545255
4275,Logic ,Super Mario World,22,0.0,82,0,255642,3543738
4276,Sada Baby ,Whole Lotta Choppas,16,0.0,151,0,234214,3542380
4277,Guns N' Roses ,Sweet Child O' Mine,18,0.0,155,0,247706,3541621
4278,benny blanco ,You,12,0.0,24,0,527237,3534542
4279,NAV ,A$AP Ferg,19,0.0,101,0,246193,3532816
4280,Idina Menzel ,Let It Go,62,0.0,120,0,71037,3532122
4281,Young Stoner Life ,Proud of You,9,0.0,13,0,891262,3528249
4282,Cordae ,Broke As Fuck,14,0.0,121,0,285431,3527064
4283,Chance the Rapper ,All Day Long,7,0.0,12,0,836622,3518520
4284,Childish Gambino ,V. 3005,23,0.0,180,0,161754,3516647
4285,DJ A1,Bounce Out With That FT. YBN Nahmir,7,0.0,40,0,534459,3515866
4286,Rex Orange County ,OPEN A WINDOW,10,1.0,10,0,643891,3514826
4287,Omarion ,I'm Up,30,0.0,75,0,171106,3514012
4288,2 Chainz,Gotta Lotta,28,0.0,111,0,146045,3510796
4289,Beyoncé ,ALL UP IN YOUR MIND,9,0.0,24,0,787444,3509551
4290,Ty Dolla $ign ,Love U Better,17,0.0,82,0,317829,3509304
4291,Eminem ,Little Engine,8,0.0,45,0,796678,3506780
4292,Migos ,Higher We Go  Intro,8,1.0,8,0,1142464,3505522
4293,Lil Durk ,Pissed Me Off,11,0.0,45,0,460894,3503602
4294,Headie One ,Only You Freestyle,12,0.0,71,0,425718,3497805
4295,Sam Smith ,Say It First,13,0.0,55,0,373410,3496085
4296,Ava Max ,So Am I,16,0.0,150,0,258717,3496028
4297,Gunna ,how you did that,9,0.0,30,0,788308,3493487
4298,Taylor Swift ,White Horse (Taylor’s Version),7,0.0,12,0,1224595,3492637
4299,The Neighbourhood ,#icanteven,51,0.0,71,0,115335,3490292
4300,DaBaby ,XXL,9,0.0,28,0,796683,3487363
4301,Joji ,Before The Day Is Over,7,0.0,40,0,871288,3487033
4302,Bankrol Hayden ,Costa Rica,16,0.0,114,0,268649,3483496
4303,Alessia Cara ,Make It To Christmas,8,0.0,115,0,547057,3480351
4304,Future ,Realer N Realer,11,0.0,47,0,635518,3480320
4305,G,Eazy  The Beautiful & Damned,13,0.0,55,0,385745,3479975
4306,DaBaby ,iPHONE,9,0.0,27,0,831498,3479908
4307,Eminem ,Gnat,8,0.0,32,0,681585,3479647
4308,Lil Uzi Vert ,I Can Show You,7,0.0,14,0,1136315,3477683
4309,Pusha T ,Neck & Wrist,11,0.0,18,0,542697,3464946
4310,KAROL G ,EL MAKINON,16,0.0,149,0,251011,3464734
4311,Camila Cabello ,Living Proof,13,0.0,63,0,388950,3462646
4312,Eminem ,Farewell,8,0.0,52,0,750757,3460411
4313,Eminem ,Never Love Again,8,0.0,44,0,805555,3452780
4314,Steve Lacy ,Sunshine,10,0.0,21,0,610426,3448173
4315,Bad Bunny ,MALDITA POBREZA,8,0.0,14,0,855100,3444532
4316,Tom Petty and the Heartbreakers ,American Girl,12,0.0,22,0,631124,3440316
4317,Bad Bunny ,PA' ROMPERLA,11,0.0,26,0,540895,3440022
4318,Kanye West ,Clique,59,0.0,140,0,73430,3438231
4319,Lil Uzi Vert ,Sasuke,8,1.0,8,0,1149670,3435305
4320,Taylor Swift ,Forever & Always (Taylor’s Version),7,0.0,14,0,1117301,3434413
4321,Logic ,Confess,10,0.0,30,0,727611,3433777
4322,YoungBoy Never Broke Again ,Carter Son,13,0.0,88,0,324131,3432079
4323,OneRepublic ,Wanted,12,0.0,57,0,488905,3428061
4324,Migos ,Auto Pilot,8,0.0,12,0,1015756,3424635
4325,Bad Bunny ,P FKN R,9,0.0,50,0,590794,3423174
4326,Kanye West ,Ye vs. the People (starring TI as the People),9,0.0,52,0,520338,3421826
4327,Gunna ,Outstanding,7,0.0,25,0,826889,3420408
4328,Brent Faiyaz ,PRICE OF FAME,9,0.0,15,0,763014,3420338
4329,Kygo ,Stranger Things,17,0.0,124,0,240536,3419542
4330,Kid Cudi ,Elsie's Baby Boy (flashback),6,0.0,28,0,1158218,3418722
4331,Lorde ,Mood Ring,10,0.0,24,0,692283,3418017
4332,Lil Nas X ,Old Town Road,3,3.0,5,0,1245606,3416371
4333,Mitchell Tenpenny ,Drunk Me,16,0.0,173,0,220647,3416040
4334,Juice WRLD ,From My Window,8,0.0,24,0,822858,3415508
4335,BTS ,Run BTS,8,0.0,15,0,794579,3414062
4336,Avicii ,Levels,9,0.0,24,0,1013565,3408508
4337,Family of the Year ,Hero,44,0.0,111,0,107984,3407009
4338,Lil Nas X ,Old Town Road,7,0.0,23,0,689899,3405474
4339,Imagine Dragons ,Warriors,47,0.0,73,0,94591,3404000
4340,Kacey Musgraves ,Rainbow,13,0.0,97,0,343174,3401734
4341,CAZZETTE ,Blind Heart,50,0.0,71,0,96231,3397611
4342,Desiigner ,Up,18,0.0,143,0,215539,3389029
4343,Dean Martin ,White Christmas,31,1.0,5,0,328743,3383506
4344,Kid Cudi ,Sept. 16,6,0.0,30,0,1118652,3372408
4345,Lil Tjay ,Zoo York,10,0.0,27,0,617134,3371454
4346,Renée Elise Goldsberry ,The Schuyler Sisters,14,0.0,119,0,266459,3369730
4347,YoungBoy Never Broke Again ,Knocked Off,11,0.0,47,0,547797,3366458
4348,Logic ,Grandpa's Space Ship,8,0.0,22,0,978860,3364813
4349,6ix9ine,FEEFA,7,0.0,14,0,926178,3362696
4350,Sam Smith ,One Last Song,13,0.0,61,0,351377,3362441
4351,Nigo ,Heavy,12,0.0,48,0,379662,3357350
4352,A$AP Mob ,Telephone Calls,23,0.0,119,0,171999,3356137
4353,The Platters ,Christmas Time,10,0.0,47,0,625097,3352294
4354,Lil Uzi Vert ,Pretty Mami,12,0.0,42,0,616805,3346647
4355,One Direction ,Where Do Broken Hearts Go,34,0.0,37,0,158701,3345002
4356,Twenty One Pilots ,Choker,11,0.0,36,0,502751,3341711
4357,Lil Uzi Vert ,Come This Way,7,0.0,18,0,1037940,3339883
4358,Kehlani ,All Me,11,0.0,58,0,501521,3335549
4359,Lil Tecca ,Out Of Luck,13,0.0,100,0,314928,3335467
4360,Wiz Khalifa ,You And Your Friends,57,0.0,124,0,70879,3333666
4361,Lil Baby ,Forever,9,0.0,28,0,620632,3329915
4362,Redfoo ,New Thang,32,0.0,73,0,146323,3329905
4363,Justin Bieber ,Habitual,7,0.0,19,0,945847,3328007
4364,Ed Sheeran ,Take Me Back to London,9,0.0,35,0,584121,3327279
4365,Kane Brown ,Like I Love Country Music,14,0.0,125,0,268519,3323924
4366,Anitta ,Downtown,15,0.0,96,0,264054,3323261
4367,21 Savage,a&t,9,0.0,29,0,821053,3318069
4368,Jessie J ,Man With The Bag,9,0.0,120,0,540088,3317332
4369,Billie Eilish ,GOLDWING,8,0.0,22,0,740450,3316425
4370,Post Malone ,Only Wanna Be With You  Pokémon 25 Version,8,1.0,8,0,732730,3316225
4371,Mac Miller ,100 Grandkids,30,0.0,53,0,220350,3311604
4372,Jonas Brothers ,I Believe,9,0.0,20,0,739149,3309348
4373,Kanye West ,30 Hours,20,0.0,68,0,253782,3308279
4374,Lil Uzi Vert ,FOR FUN,13,0.0,61,0,307031,3307861
4375,Lil Wayne ,I Don't Sleep (ft. Takeoff),10,0.0,49,0,500086,3307469
4376,Justin Bieber ,All Around Me,7,0.0,15,0,990662,3307453
4377,Britney Spears ,Pretty Girls,34,0.0,59,0,163865,3304037
4378,Melanie Martinez ,Show & Tell,13,0.0,96,0,320958,3294423
4379,Ariana Grande ,blazed,8,0.0,22,0,904655,3291726
4380,Kodak Black ,Testimony,11,0.0,74,0,438178,3288465
4381,Logic ,Icy,7,0.0,13,0,859325,3288006
4382,Bryson Tiller ,SelfMade,12,0.0,40,0,582791,3287581
4383,Carpenters ,Merry Christmas Darling  Album Version/Remix,11,0.0,40,0,563619,3287087
4384,Bing Crosby ,The Little Drummer Boy  Remastered 2006,10,0.0,66,0,775563,3282480
4385,Thomas Rhett ,Life Changes,16,0.0,103,0,280243,3281252
4386,Pentatonix ,Dance of the Sugar Plum Fairy,26,0.0,61,0,254461,3280796
4387,Lil Peep ,Cry Alone,12,0.0,74,0,489785,3279569
4388,Queen ,Thank God It's Christmas  NonAlbum Single,8,0.0,90,0,618471,3277654
4389,Taylor Swift ,Ronan (Taylor's Version),7,0.0,36,0,954984,3277110
4390,Future ,Zoom,13,0.0,30,0,541693,3275081
4391,Lil Pump ,Molly,16,0.0,89,0,334207,3268192
4392,ZAYN ,Better,10,0.0,30,0,599832,3267461
4393,DaBaby ,REALLY,8,0.0,24,0,853458,3267414
4394,Florida Georgia Line ,This Is How We Roll,54,0.0,46,0,110714,3265387
4395,Kelly Clarkson ,Under The Mistletoe,9,0.0,79,0,678974,3262026
4396,The Chainsmokers ,Don't Say,11,0.0,34,0,540256,3259153
4397,Future ,CHICKENS,7,0.0,14,0,917935,3257667
4398,YoungBoy Never Broke Again ,Red Eye,8,0.0,30,0,630448,3257184
4399,Logic ,ICONIC (ft. Jaden Smith),8,0.0,54,0,679076,3256480
4400,Trippie Redd ,Hate Me,10,0.0,31,0,626919,3253897
4401,Migos ,CC,8,0.0,19,0,911703,3246020
4402,YG ,HANDGUN,12,0.0,54,0,502164,3244661
4403,Jack Harlow ,I'd Do Anything To Make You Smile,7,0.0,31,0,940956,3243873
4404,Big Sean ,Light,11,0.0,24,0,561223,3234655
4405,21 Savage,No Opp Left Behind,8,0.0,21,0,880539,3234291
4406,Eminem ,Alfred  Interlude,7,0.0,30,0,1009748,3233218
4407,Brenda Lee ,Rockin' Around the Christmas Tree  Rerecorded Version,25,0.0,73,0,164702,3233030
4408,Imagine Dragons ,On Top Of The World,53,0.0,114,0,106336,3224701
4409,Gorillaz ,Saturnz Barz,13,0.0,70,0,401238,3224217
4410,Bad Bunny ,De Museo,10,0.0,34,0,472252,3222772
4411,Fall Out Boy ,Immortals,45,0.0,128,0,79426,3209927
4412,Justin Bieber ,Second Emotion,7,0.0,20,0,931086,3209589
4413,Jelly Roll ,Son Of A Sinner,12,0.0,168,0,329053,3204387
4414,Kayla Nicole ,Bundles,14,0.0,135,0,247935,3203317
4415,Grupo Frontera ,No Se Va,10,0.0,48,0,403671,3202808
4416,Future ,Use Me,14,0.0,63,0,355299,3200582
4417,Blake Shelton ,Neon Light,48,0.0,75,0,97032,3199670
4418,Katy Perry ,Firework,19,0.0,31,0,447903,3183368
4419,M83,Midnight City,40,0.0,84,0,342998,3180318
4420,6LACK,Switch,13,0.0,106,0,325418,3177358
4421,Playboi Carti ,Vamp Anthem,9,0.0,34,0,688478,3176114
4422,Russ ,Are You Entertained,8,1.0,10,0,767548,3174780
4423,Coldplay ,Orphans,11,0.0,48,0,553751,3172720
4424,Internet Money ,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],8,0.0,37,0,437697,3172213
4425,Michael Bublé ,Cold December Night,25,0.0,41,0,327548,3170669
4426,Yo Gotti ,Rake It Up,18,0.0,130,0,206072,3170198
4427,Joji ,NIGHT RIDER,7,0.0,45,0,773638,3168805
4428,Kenny Loggins ,Danger Zone,13,0.0,141,0,262752,3163560
4429,John Mayer ,Love on the Weekend,15,0.0,31,0,450583,3149746
4430,Future ,Incredible,13,0.0,63,0,341991,3149581
4431,88rising,Midsummer Madness,14,0.0,82,0,375118,3146548
4432,Chris Brown ,Wrist,29,0.0,94,0,155956,3146047
4433,Tyler The Creator ,Boredom,13,0.0,60,0,438274,3144251
4434,Halsey ,Still Learning,8,0.0,60,0,701529,3142562
4435,DMX ,Ruff Ryders' Anthem,6,0.0,11,0,948834,3141984
4436,YG ,In The Dark,9,0.0,40,0,540731,3141090
4437,Morgan Wallen ,Silverado For Sale,11,0.0,65,0,424314,3138691
4438,Joyner Lucas ,Will  Remix,12,0.0,79,0,352886,3137876
4439,Eminem ,I Will,8,0.0,62,0,691498,3135556
4440,Post Malone ,When I’m Alone,7,0.0,25,0,802634,3130853
4441,Lil Yachty ,BABY DADDY,10,0.0,51,0,530028,3130010
4442,One Direction ,Hey Angel,18,0.0,42,0,367825,3129626
4443,alt,J  Breezeblocks,57,0.0,154,0,62263,3124068
4444,Juice WRLD ,Make It Back,8,0.0,29,0,804931,3122519
4445,Lady Gaga ,AYO,15,0.0,35,0,429149,3121931
4446,Bad Bunny ,HOY COBRÉ,7,0.0,13,0,868656,3118832
4447,Joji ,1AM FREESTYLE,7,0.0,48,0,722553,3117596
4448,Justin Bieber ,Running Over,7,0.0,25,0,839485,3117372
4449,Kendrick Lamar ,untitled 05 | 09.21.2014.,12,0.0,14,0,707917,3117190
4450,J. Cole ,03' Adolescence,32,0.0,23,0,237185,3115766
4451,Kid Cudi ,The Pale Moonlight,6,0.0,35,0,990624,3109673
4452,Paramore ,This Is Why,9,0.0,26,0,552941,3109530
4453,Lil Uzi Vert ,No Auto,7,0.0,23,0,964239,3109330
4454,G,Eazy  One Of Them,21,0.0,36,0,290904,3108571
4455,6ix9ine,MALA,8,0.0,31,0,673577,3103586
4456,Juice WRLD ,Big,8,0.0,32,0,755575,3103124
4457,Shaggy ,I Need Your Love,33,0.0,105,0,110251,3101878
4458,Panic! At The Disco ,LA Devotee,24,0.0,63,0,184267,3101029
4459,J. Cole ,January 28th,32,0.0,24,0,237143,3099000
